"app_id","ssn","year","zip_code","income","homeownership","purchases","credit_limit"
161000,198025365,2024,41740,106000,"Rent",9398.37725549412,9400
163068,846352223,2022,84697,95000,"Rent",237.397484899625,12300
163068,846352223,2023,84697,22000,"Own",12261.0252746308,12300
163068,846352223,2024,84697,38000,"Rent",5130.95305361446,12300
163370,648323787,2022,46917,58000,"Rent",353.229922201211,17200
163370,648323787,2023,46917,81000,"Rent",1368.15007208249,17200
163370,648323787,2024,46917,66000,"Rent",362.5221430597,17200
163657,384905268,2022,37844,70000,"Rent",157.230074150737,30500
163657,384905268,2023,37844,111000,"Own",26444.4884849782,30500
163657,384905268,2024,37844,159000,"Rent",30499.9996262293,30500
167179,350364121,2022,99342,29000,"Rent",6941.80589149396,16400
167179,350364121,2023,99342,33000,"Rent",5255.01274489388,16400
167179,350364121,2024,99342,54000,"Rent",788.131766402346,16400
167245,724638246,2022,49216,26000,"Rent",7926.7432162082,11800
167245,724638246,2023,49216,31000,"Rent",5602.23728807211,11800
167245,724638246,2024,49216,29000,"Rent",7579.31283652666,11800
170779,135302814,2022,65932,0,"Rent",299.999996287577,300
170779,135302814,2023,65932,0,"Own",299.999999725767,300
170779,135302814,2024,65932,0,"Rent",299.999999597404,300
176985,841491263,2022,19764,9000,"Rent",11786.923827507,11800
176985,841491263,2023,19764,14000,"Rent",11091.8870072269,11100
176985,841491263,2024,19764,18000,"Rent",11088.321016179,11100
178095,742828401,2022,22019,80000,"Rent",83.1834000537,19600
178095,742828401,2023,22019,48000,"Rent",2428.43074805109,19600
178095,742828401,2024,22019,92000,"Rent",91.7337376848474,19600
179494,673107164,2022,67972,98000,"Rent",4263.03051877089,8600
179494,673107164,2023,67972,77000,"Rent",1957.42438287796,8100
179494,673107164,2024,67972,115000,"Rent",7456.31435852579,7500
179690,358630574,2022,29296,70000,"Own",3638.27761294612,38800
179690,358630574,2023,29296,78000,"Rent",412.927936899515,38800
179690,358630574,2024,29296,103000,"Rent",1370.7567008351,38800
180145,621485422,2022,29375,54000,"Own",2981.91801035468,37300
180145,621485422,2023,29375,38000,"Rent",1382.32237163599,37300
180145,621485422,2024,29375,42000,"Own",6225.55670845438,37300
181853,584150091,2022,50044,88000,"Rent",12585.8693317834,13600
181853,584150091,2023,50044,112000,"Rent",13599.4092284742,13600
181853,584150091,2024,50044,132000,"Rent",13599.9998889875,13600
186792,243463397,2022,29289,102000,"Rent",691.121137747434,11100
186792,243463397,2023,29289,62000,"Own",805.940476912523,11100
186792,243463397,2024,29289,20000,"Rent",11008.1916552319,11100
188729,244169489,2022,81868,52000,"Rent",287.388870265839,21100
188729,244169489,2023,81868,39000,"Rent",175.708546365159,21100
188729,244169489,2024,81868,55000,"Rent",267.035405780555,21100
188821,258472250,2022,24527,78000,"Own",3583.40373421114,34700
188821,258472250,2023,24527,107000,"Rent",26475.2708253661,34700
188821,258472250,2024,24527,176000,"Rent",34699.9999999999,34700
189265,907860377,2022,35436,116000,"Rent",6985.0812564368,9500
189265,907860377,2023,35436,52000,"Rent",254.959306070596,9500
189265,907860377,2024,35436,29000,"Own",9143.93181026468,9500
191212,712325048,2022,76152,72000,"Rent",4353.28957539879,11500
191212,712325048,2023,76152,74000,"Rent",3871.11043597416,11500
191212,712325048,2024,76152,28000,"Rent",10199.9954706431,10200
191517,627376883,2022,73804,55000,"Own",1036.20564717566,34900
191517,627376883,2023,73804,74000,"Rent",158.00914373416,34900
191517,627376883,2024,73804,98000,"Rent",2726.36804354717,34900
192396,885275686,2022,25414,87000,"Own",16713.6215781359,35200
192396,885275686,2023,25414,78000,"Own",7416.42675327826,35200
192396,885275686,2024,25414,1e+05,"Rent",28647.3193289293,32800
193703,760809914,2022,93739,61000,"Rent",341.054409242756,38200
193703,760809914,2023,93739,45000,"Rent",1983.50274389662,37000
193703,760809914,2024,93739,24000,"Own",34716.6183115599,37000
193956,507235494,2022,30523,79000,"Own",858.375076656138,26300
193956,507235494,2023,30523,54000,"Own",2614.5071130221,26300
193956,507235494,2024,30523,79000,"Rent",105.594607570603,26300
194529,652988536,2022,81926,35000,"Own",2672.92508868215,10000
194529,652988536,2023,81926,33000,"Rent",425.952632626596,10000
194529,652988536,2024,81926,61000,"Own",7671.43641464803,10000
196066,426404327,2022,42071,69000,"Rent",99.7698749839081,19200
196066,426404327,2023,42071,118000,"Rent",13301.3019523914,19200
196066,426404327,2024,42071,151000,"Own",19199.9897879778,19200
202665,423535354,2022,89785,106000,"Rent",289.495213055347,17700
202665,423535354,2023,89785,63000,"Rent",785.155302693351,17700
202665,423535354,2024,89785,69000,"Rent",402.915792656554,17700
203943,724648086,2022,86989,52000,"Rent",192.413628346303,19900
203943,724648086,2023,86989,82000,"Rent",183.279751965046,19900
203943,724648086,2024,86989,84000,"Rent",178.853996520173,19900
207224,837628442,2022,11745,103000,"Rent",10730.1087038438,12000
207224,837628442,2023,11745,117000,"Rent",11284.7658979603,11300
207224,837628442,2024,11745,46000,"Own",9991.36110775302,10600
207653,310887043,2022,32485,69000,"Rent",4799.3710995004,4800
207653,310887043,2023,32485,63000,"Own",4799.88465789081,4800
207653,310887043,2024,32485,54000,"Rent",4799.23316963838,4800
208465,479048797,2022,61717,55000,"Rent",1907.24739428736,22100
208465,479048797,2023,61717,0,"Own",22028.4344307047,22100
208465,479048797,2024,61717,0,"Own",22057.7822760007,22100
208981,442017654,2022,12115,69000,"Rent",134.997635849428,15300
208981,442017654,2023,12115,58000,"Own",1012.26800189725,15300
208981,442017654,2024,12115,104000,"Own",12075.4006129994,15300
209341,438854756,2022,48436,44000,"Rent",13790.8164995293,13800
209341,438854756,2023,48436,76000,"Rent",13754.8032904641,13800
209341,438854756,2024,48436,50000,"Own",13798.1832061607,13800
209752,923227999,2022,13196,33000,"Own",15554.2675497865,15600
209752,923227999,2023,13196,38000,"Rent",15056.2071520961,15600
209752,923227999,2024,13196,42000,"Rent",14538.4425646456,14800
217545,801933665,2022,10354,88000,"Rent",645.026356222791,25700
217545,801933665,2023,10354,47000,"Rent",292.209887709582,25700
217545,801933665,2024,10354,52000,"Own",1416.09888667419,25700
218941,823779571,2022,88480,102000,"Own",588.685815889041,14900
218941,823779571,2023,88480,113000,"Rent",201.786504017208,14900
218941,823779571,2024,88480,0,"Own",14899.9999982138,14900
222139,405736815,2022,26172,107000,"Rent",7439.60915504797,16700
222139,405736815,2023,26172,119000,"Own",16534.9686112997,16700
222139,405736815,2024,26172,84000,"Own",1319.81330893635,16700
222965,360002202,2022,29544,82000,"Own",17930.2176407558,33900
222965,360002202,2023,29544,32000,"Rent",892.964742857358,33900
222965,360002202,2024,29544,41000,"Rent",430.893805611897,33900
224234,610040927,2022,91164,73000,"Own",1767.13748582495,34800
224234,610040927,2023,91164,102000,"Rent",15163.9487957553,34800
224234,610040927,2024,91164,150000,"Rent",34799.9995533411,34800
224633,899916011,2022,27677,49000,"Own",4308.84062962128,30900
224633,899916011,2023,27677,70000,"Rent",2660.83367207361,30900
224633,899916011,2024,27677,86000,"Rent",17295.464632329,30900
225334,717678347,2022,88608,69000,"Rent",967.383554591951,16900
225334,717678347,2023,88608,105000,"Rent",14482.961908131,16100
225334,717678347,2024,88608,142000,"Own",16099.9975522708,16100
225445,149871719,2022,58238,16000,"Rent",513.232383096209,17800
225445,149871719,2023,58238,18000,"Rent",462.455600041176,17800
225445,149871719,2024,58238,16000,"Own",3993.79534749893,17800
230341,921502990,2022,28413,36000,"Rent",933.371602038482,20100
230341,921502990,2023,28413,20000,"Rent",3698.1334859294,20100
230341,921502990,2024,28413,12000,"Own",17808.6561244212,20100
230722,740646811,2022,48775,58000,"Rent",823.529622792041,14600
230722,740646811,2023,48775,49000,"Own",9133.56603916684,13800
230722,740646811,2024,48775,53000,"Own",11381.5617846665,11700
233280,575061405,2022,84619,11000,"Rent",8242.0933796503,35200
233280,575061405,2023,84619,13000,"Rent",7576.4947099745,35200
233280,575061405,2024,84619,22000,"Own",10277.854494153,35200
233290,876052191,2022,19729,37000,"Own",1875.87453312566,31200
233290,876052191,2023,19729,42000,"Own",1898.56765496165,31200
233290,876052191,2024,19729,37000,"Rent",254.620354829588,31200
234808,653353951,2022,95019,46000,"Rent",471.828959671421,25500
234808,653353951,2023,95019,34000,"Own",8151.63731497882,25500
234808,653353951,2024,95019,53000,"Own",5783.3396989437,24500
242143,360002202,2022,29544,62000,"Rent",404.089160679463,33900
242143,360002202,2023,29544,9000,"Rent",22930.5422962639,33900
242143,360002202,2024,29544,8000,"Own",32862.9655701843,33900
245342,848015797,2022,41116,32000,"Rent",1520.14627113445,17200
245342,848015797,2023,41116,25000,"Own",13669.6667088132,17200
245342,848015797,2024,41116,11000,"Rent",16656.0603042113,17200
245355,190538318,2022,99612,61000,"Own",899.18284057473,33900
245355,190538318,2023,99612,79000,"Rent",218.863806135677,33900
245355,190538318,2024,99612,106000,"Rent",10529.5029958273,33900
248022,849527913,2022,65823,105000,"Rent",1633.30276349093,37000
248022,849527913,2023,65823,105000,"Rent",1274.44798689033,37000
248022,849527913,2024,65823,119000,"Rent",10679.6361034104,37000
251760,431592952,2022,45100,34000,"Own",22730.6329801193,22900
251760,431592952,2023,45100,43000,"Own",21880.5086906067,22900
251760,431592952,2024,45100,38000,"Own",21913.8131957204,22000
252064,665427718,2022,58819,86000,"Own",787.422010669708,11600
252064,665427718,2023,58819,134000,"Rent",11479.6642128483,11600
252064,665427718,2024,58819,94000,"Rent",164.934660057273,11600
252536,689736348,2022,89721,104000,"Rent",8244.52832689494,10500
252536,689736348,2023,89721,166000,"Own",9899.99999429518,9900
252536,689736348,2024,89721,175000,"Rent",8599.99999979083,8600
253110,781318012,2022,32369,30000,"Rent",311.190494047597,21100
253110,781318012,2023,32369,23000,"Rent",710.527124982372,21100
253110,781318012,2024,32369,30000,"Rent",378.267893846366,21100
254456,505867597,2022,90414,74000,"Own",5732.77178083593,27100
254456,505867597,2023,90414,115000,"Rent",27075.4814436412,27100
254456,505867597,2024,90414,77000,"Rent",905.669312772909,27100
257454,390409078,2022,84748,35000,"Rent",204.529274607458,18800
257454,390409078,2023,84748,20000,"Own",4446.72670551535,18800
257454,390409078,2024,84748,19000,"Own",5867.12613024461,18800
259131,404058590,2022,99961,48000,"Rent",371.24584858915,11800
259131,404058590,2023,99961,65000,"Rent",2434.3641826475,11100
259131,404058590,2024,99961,86000,"Rent",9983.33168476177,10400
259403,992691870,2022,41799,78000,"Rent",3504.74731054967,14700
259403,992691870,2023,41799,73000,"Own",6746.65502307989,14700
259403,992691870,2024,41799,66000,"Own",3767.04695070603,14700
259602,975629827,2022,16804,47000,"Rent",136.506017182812,10900
259602,975629827,2023,16804,57000,"Rent",160.697637291075,10900
259602,975629827,2024,16804,11000,"Rent",6116.71336684562,10900
260301,141796068,2022,89583,34000,"Rent",1780.39615073709,32900
260301,141796068,2023,89583,30000,"Own",20535.590680502,31800
260301,141796068,2024,89583,33000,"Rent",11610.7155016368,30700
260634,927680011,2022,35612,92000,"Own",6552.40402226516,34600
260634,927680011,2023,35612,156000,"Own",34599.9996032043,34600
260634,927680011,2024,35612,179000,"Rent",34599.999999988,34600
262346,429323136,2022,90426,6000,"Rent",31324.9216473,31600
262346,429323136,2023,90426,8000,"Rent",30390.9198401993,30500
262346,429323136,2024,90426,11000,"Own",27199.0532601705,27200
262642,236474196,2022,45140,76000,"Rent",298.938857306033,15800
262642,236474196,2023,45140,110000,"Rent",4937.23492977883,15000
262642,236474196,2024,45140,48000,"Rent",12227.015795754,14200
263492,511446382,2022,18654,49000,"Rent",216.672997168158,16400
263492,511446382,2023,18654,70000,"Rent",441.738308865348,16400
263492,511446382,2024,18654,59000,"Rent",205.853287497669,16400
263733,393376346,2022,33423,58000,"Rent",272.44433966779,15200
263733,393376346,2023,33423,39000,"Rent",5990.85420901965,15200
263733,393376346,2024,33423,44000,"Own",10338.4693504338,15200
264471,960923509,2022,64659,57000,"Rent",308.850705347775,9200
264471,960923509,2023,64659,44000,"Own",6860.93694381487,8600
264471,960923509,2024,64659,42000,"Rent",4040.75550637655,8600
271696,182778318,2022,29721,94000,"Rent",3718.77645822435,20200
271696,182778318,2023,29721,103000,"Rent",11780.5902680591,20200
271696,182778318,2024,29721,169000,"Own",20199.9999999993,20200
274277,533496938,2022,46086,59000,"Rent",123.844919885795,13500
274277,533496938,2023,46086,83000,"Rent",333.467838040219,13500
274277,533496938,2024,46086,141000,"Rent",13499.9356182892,13500
277539,829908974,2022,72233,49000,"Rent",274.932592083683,14900
277539,829908974,2023,72233,59000,"Own",2138.67485274518,14900
277539,829908974,2024,72233,40000,"Own",2535.60552112141,14900
277561,758081694,2022,24051,70000,"Rent",342.13078845909,15400
277561,758081694,2023,24051,35000,"Own",3086.60184023118,15400
277561,758081694,2024,24051,54000,"Own",1053.48167238657,15400
279639,632760769,2022,12252,43000,"Own",19247.5609274416,19500
279639,632760769,2023,12252,25000,"Own",15399.3442603653,15400
279639,632760769,2024,12252,30000,"Own",8499.97061515857,8500
281107,213478798,2022,15223,38000,"Own",2542.02035275216,37100
281107,213478798,2023,15223,58000,"Rent",1002.18946094596,37100
281107,213478798,2024,15223,65000,"Own",10173.1163339749,37100
281180,605576948,2022,55934,65000,"Rent",844.271463348748,16300
281180,605576948,2023,55934,91000,"Own",8037.90253134296,15500
281180,605576948,2024,55934,93000,"Rent",7412.76427209736,14000
284499,460381832,2022,22240,37000,"Rent",4763.93947964993,36000
284499,460381832,2023,22240,48000,"Own",9885.10503757073,36000
284499,460381832,2024,22240,33000,"Rent",11843.6411057015,36000
289280,292238913,2022,74444,50000,"Own",1204.90212383019,24100
289280,292238913,2023,74444,32000,"Own",4043.91438762682,24100
289280,292238913,2024,74444,32000,"Rent",743.663588627689,24100
297576,739772094,2022,16133,49000,"Rent",178.205344380627,31200
297576,739772094,2023,16133,77000,"Rent",275.534333812013,31200
297576,739772094,2024,16133,59000,"Own",911.86109649688,31200
297711,546312309,2022,35186,56000,"Rent",656.603322824698,20200
297711,546312309,2023,35186,60000,"Own",3317.00080008022,20200
297711,546312309,2024,35186,94000,"Own",7219.16131103244,19400
299620,752391598,2022,15896,104000,"Own",4899.99652738365,4900
299620,752391598,2023,15896,146000,"Rent",4899.9999999995,4900
299620,752391598,2024,15896,121000,"Own",2899.99999876306,2900
300603,431218798,2022,14204,83000,"Own",6498.46612375566,17800
300603,431218798,2023,14204,134000,"Rent",17788.6858753819,17800
300603,431218798,2024,14204,165000,"Rent",16999.9999925239,17000
300728,757629448,2022,15796,42000,"Own",1391.35858022264,13700
300728,757629448,2023,15796,70000,"Own",2010.69973283505,13700
300728,757629448,2024,15796,111000,"Own",13681.5660343537,13700
301718,191455031,2022,91985,63000,"Rent",204.989654501375,28500
301718,191455031,2023,91985,85000,"Rent",2406.43273513782,28500
301718,191455031,2024,91985,36000,"Own",2881.447853848,28500
301957,848929548,2022,75693,81000,"Own",739.705484385815,26300
301957,848929548,2023,75693,44000,"Own",25653.2332833481,26300
301957,848929548,2024,75693,24000,"Rent",26298.2401502782,26300
305367,163524129,2022,10630,64000,"Own",1008.94387452845,35200
305367,163524129,2023,10630,42000,"Own",3969.55051791099,35200
305367,163524129,2024,10630,29000,"Rent",5974.29859932093,35200
306190,494303111,2022,70374,60000,"Rent",299.920468459739,300
306190,494303111,2023,70374,56000,"Rent",299.989422038464,300
306190,494303111,2024,70374,29000,"Own",299.999935549124,300
307130,441152198,2022,95320,63000,"Rent",227.58764311452,11600
307130,441152198,2023,95320,118000,"Own",11598.0632895315,11600
307130,441152198,2024,95320,135000,"Rent",11599.9757338621,11600
307499,155186353,2022,92422,33000,"Rent",8812.97619618971,8900
307499,155186353,2023,92422,22000,"Rent",8891.80527021779,8900
307499,155186353,2024,92422,18000,"Own",8899.69522019212,8900
307888,404906738,2022,60060,0,"Own",15212.0023123209,16600
307888,404906738,2023,60060,0,"Rent",14046.7751701971,15000
307888,404906738,2024,60060,0,"Rent",13928.3680661371,14200
308574,744272537,2022,33498,75000,"Rent",89.4350487327835,32100
308574,744272537,2023,33498,30000,"Rent",24943.9916579789,32100
308574,744272537,2024,33498,22000,"Own",32045.0954715397,32100
312681,288525403,2022,33659,58000,"Rent",183.666204435972,26900
312681,288525403,2023,33659,103000,"Rent",3279.48843512838,26900
312681,288525403,2024,33659,90000,"Rent",375.713258427289,26900
314471,658756755,2022,24561,59000,"Own",11375.6383810771,38300
314471,658756755,2023,24561,66000,"Rent",1773.55073104088,38300
314471,658756755,2024,24561,76000,"Own",19744.1625046893,37100
316402,222339626,2022,66888,98000,"Rent",208.718434061729,29100
316402,222339626,2023,66888,143000,"Rent",28821.294065646,29100
316402,222339626,2024,66888,106000,"Rent",335.697050637465,29100
318387,397981150,2022,21570,43000,"Own",22067.4452812846,23200
318387,397981150,2023,21570,45000,"Rent",16140.9675048897,23200
318387,397981150,2024,21570,71000,"Rent",1669.49609199969,23200
321653,887700979,2022,22086,69000,"Rent",489.390443741707,8900
321653,887700979,2023,22086,121000,"Own",8899.8172631524,8900
321653,887700979,2024,22086,123000,"Rent",7199.95518306752,7200
321696,895567520,2022,63797,74000,"Own",736.362398456155,23900
321696,895567520,2023,63797,55000,"Rent",801.932381150977,23900
321696,895567520,2024,63797,36000,"Rent",18673.5286083086,23900
325147,201777667,2022,92836,50000,"Own",2230.60750355183,32800
325147,201777667,2023,92836,40000,"Rent",1141.70205797526,32800
325147,201777667,2024,92836,32000,"Own",17829.3342138436,32800
325263,623028225,2022,45468,92000,"Own",7998.58416414784,40300
325263,623028225,2023,45468,0,"Rent",40259.6299400929,40300
325263,623028225,2024,45468,0,"Own",40296.8337740182,40300
326000,319674267,2022,64147,46000,"Rent",162.394527102646,34500
326000,319674267,2023,64147,61000,"Rent",202.896337113643,34500
326000,319674267,2024,64147,47000,"Own",1174.03117892537,34500
326220,387978200,2022,94375,20000,"Rent",274.727270981872,33400
326220,387978200,2023,94375,30000,"Own",1754.66192148041,33400
326220,387978200,2024,94375,28000,"Rent",236.344135707424,33400
329166,871609785,2022,32096,30000,"Own",8305.40280497705,9500
329166,871609785,2023,32096,36000,"Rent",2999.08123696025,9500
329166,871609785,2024,32096,53000,"Own",4133.40324105276,9500
329878,733764036,2022,53539,40000,"Rent",214.215109174212,13600
329878,733764036,2023,53539,55000,"Rent",116.401165808909,13600
329878,733764036,2024,53539,33000,"Rent",538.769985695653,13600
330048,738852311,2022,94813,56000,"Rent",925.23952805348,15400
330048,738852311,2023,94813,67000,"Own",11892.8937030632,13900
330048,738852311,2024,94813,73000,"Rent",11360.5026608984,11800
332023,952075612,2022,74048,52000,"Own",6603.79145235218,33600
332023,952075612,2023,74048,26000,"Rent",16779.4114256019,33600
332023,952075612,2024,74048,15000,"Own",33396.438950436,33600
334141,513625502,2022,93393,59000,"Rent",134.899648132842,18600
334141,513625502,2023,93393,73000,"Own",1326.97925802109,18600
334141,513625502,2024,93393,120000,"Own",18575.0006964756,18600
335162,980239792,2022,74524,21000,"Own",22369.688449373,25600
335162,980239792,2023,74524,25000,"Rent",9083.3758826699,25600
335162,980239792,2024,74524,16000,"Rent",21813.0316107232,25600
336099,433684671,2022,57925,90000,"Rent",48.3493407484396,9300
336099,433684671,2023,57925,152000,"Rent",9269.12713770861,9300
336099,433684671,2024,57925,193000,"Rent",9299.99999974799,9300
336624,838251544,2022,46288,85000,"Rent",193.173107363567,37600
336624,838251544,2023,46288,40000,"Own",13494.8519695587,37600
336624,838251544,2024,46288,31000,"Rent",15704.772264605,37600
337377,140536283,2022,63716,70000,"Own",3509.4386099191,20300
337377,140536283,2023,63716,129000,"Rent",20299.9316941203,20300
337377,140536283,2024,63716,164000,"Rent",20299.9999999993,20300
339224,136815357,2022,61400,5000,"Own",21998.2890319244,25500
339224,136815357,2023,61400,5000,"Own",23146.5586480865,25500
339224,136815357,2024,61400,6000,"Rent",15324.8580156954,25500
340758,350921847,2022,61699,93000,"Own",2343.86309086595,16100
340758,350921847,2023,61699,191000,"Rent",15299.9999999999,15300
340758,350921847,2024,61699,188000,"Rent",14499.9999999996,14500
341365,843412560,2022,61896,70000,"Rent",398.147027052167,36700
341365,843412560,2023,61896,60000,"Rent",170.309715870812,36700
341365,843412560,2024,61896,79000,"Rent",747.810684289022,36700
341418,933658716,2022,43911,46000,"Rent",407.303202553182,11300
341418,933658716,2023,43911,5000,"Own",11290.061555022,11300
341418,933658716,2024,43911,6000,"Rent",11238.7299521865,11300
342499,103627917,2022,71153,57000,"Rent",3627.09830316307,29700
342499,103627917,2023,71153,54000,"Own",26144.049610668,27600
342499,103627917,2024,71153,83000,"Rent",2947.11585921886,27600
343195,376760055,2022,33892,63000,"Own",4197.20835034228,36500
343195,376760055,2023,33892,20000,"Rent",36495.7021481086,36500
343195,376760055,2024,33892,12000,"Rent",36499.940229067,36500
343927,393149542,2022,82717,55000,"Rent",13792.2914549861,13800
343927,393149542,2023,82717,13000,"Rent",13099.9759469496,13100
343927,393149542,2024,82717,9000,"Rent",6899.99995396189,6900
343977,337448746,2022,68989,28000,"Rent",10663.0732543533,37800
343977,337448746,2023,68989,19000,"Rent",33824.4732498458,36600
343977,337448746,2024,68989,8000,"Own",36589.6395882504,36600
346347,201777667,2022,92836,98000,"Rent",7064.58559041874,32800
346347,201777667,2023,92836,53000,"Rent",287.842924912699,32800
346347,201777667,2024,92836,25000,"Rent",14099.2621479311,32800
349355,723343314,2022,36287,32000,"Rent",1479.6412182975,32800
