"year","app_id","ssn","zip_code_app","purchases","income","homeownership","credit_limit","zip_code_bureau","fico","num_late","past_def","num_bankruptcy","avg_income","density"
2002,630,423535354,89785,-269.807757118063,106000,"Rent",17700,89785,671,0,0,0,84051.2896891506,482.322257864372
2002,631,575061405,84619,5861.63029487423,11000,"Rent",35200,84619,843,0,0,0,45193.7376926428,4.9261438757284
2002,632,979252015,57859,3467.45115454625,50000,"Rent",18700,57859,683,2,0,0,60254.4428446463,222.79925188647
2002,633,410567917,32520,2135.31547696837,72000,"Own",12200,32520,600,2,0,0,67782.4359216,250.617666447228
2002,634,801933665,10354,165.323861267108,88000,"Rent",25700,10354,757,0,0,0,60501.0938405033,22.8108651775592
2002,635,122234572,84008,817.686427877227,46000,"Rent",9500,84008,558,0,0,0,78138.5236669176,47.05222820805
2002,636,177398341,75686,2942.21503425511,0,"Rent",12700,75686,606,0,0,0,31595.7670220565,65.2822610218971
2002,637,237472449,33585,12449.7665979336,26000,"Own",33800,33585,831,0,0,0,57938.3273049424,138.728866743918
2002,638,367822064,11374,2168.8081024176,48000,"Rent",23200,11374,732,0,0,0,67401.6427950287,891.86875446353
2002,639,423535354,89785,-269.807757118063,106000,"Own",17700,89785,671,0,0,0,84051.2896891506,482.322257864372
2002,640,602402895,52863,374.997609109883,38000,"Rent",17200,52863,665,0,0,0,30091.7190296561,5.02001770728759
2002,641,634319926,98734,571.772310392154,79000,"Rent",11700,98734,592,0,0,0,70816.5971026997,1215.52342859105
2002,642,251736401,37864,1783.84767301249,50000,"Rent",38800,37864,873,0,0,0,64594.2702700478,113.443047706347
2002,643,460425568,94827,3086.93787154194,31000,"Rent",28400,94827,783,1,0,0,48067.7817111299,52.0736901290539
2002,644,431961406,98787,816.539589794397,44000,"Rent",12900,98787,609,0,0,0,39857.9512054369,763.015316259865
2002,645,725988945,50732,3739.64926858668,55000,"Rent",39300,50732,877,1,0,0,79846.8166504627,56.3958164632191
2002,646,968424687,75616,1056.56234000835,82000,"Rent",35600,75616,847,0,0,0,86337.9602604199,235.696981537186
2002,647,718179876,55640,10694.7964453452,46000,"Own",16200,55640,653,3,0,0,60768.8855707102,0.125240286049672
2002,648,719212109,68443,9355.83553771917,56000,"Rent",12600,68443,605,3,1,1,52482.6571672232,5.2717536259186
2002,649,763626575,30446,-320.397772017524,74000,"Rent",12200,30446,600,0,0,0,61006.6843740856,326.641847039136
2002,650,416059446,23175,2279.62326777437,19000,"Rent",18100,23175,675,0,0,0,48617.969482195,6.10415222443313
2002,651,633209323,77743,8432.12093350793,61000,"Rent",21300,77743,712,4,0,0,70969.1551708922,343.42842115573
2002,652,719212109,68443,9355.83553771917,56000,"Rent",12600,68443,605,3,1,1,52482.6571672232,5.2717536259186
2002,653,712325048,76152,5184.36861911227,72000,"Rent",11500,76152,589,3,0,0,91687.4234865434,412.412524780904
2002,654,319674267,64147,1428.25417929197,43000,"Own",34500,64147,837,0,0,0,46014.3851321128,23.615213092008
2002,655,926765356,96833,1797.14137797285,63000,"Own",25500,96833,755,0,0,0,34988.338331854,624.08666490454
2002,656,570915464,27580,3859.15436493175,36000,"Rent",15200,27580,640,2,0,0,41767.7226510194,494.703885320473
2002,657,372202985,64212,2294.82163537108,63000,"Rent",34000,64212,833,1,0,0,72028.0712307271,0.0100062193789867
2002,658,731793121,24792,3818.60203967686,52000,"Rent",22200,24792,721,0,0,0,13343.0661318581,65.1714363510201
2002,659,112744426,42649,-431.934042288738,81000,"Rent",16600,42649,658,0,0,0,64837.1833131413,28.0331598942972
2002,660,829908974,72233,878.049866489222,49000,"Rent",14900,72233,636,0,0,0,45182.254855643,749.891641672022
2002,661,648323787,46917,1401.09035994225,58000,"Rent",17200,46917,665,1,0,0,54655.0164788417,145.888383240337
2002,662,841491263,19764,8866.35810061427,9000,"Own",11800,19764,593,1,1,2,32024.4928502741,37.8227279561679
2002,663,629513240,71351,6450.13575092057,27000,"Own",15200,71351,640,0,0,0,42185.6891041272,1214.47140594902
2002,664,725628314,93788,3269.104042381,132000,"Rent",11200,93788,584,1,0,0,84264.3491616471,39.4704007380032
2002,665,528083336,72461,5303.13224732421,46000,"Own",23600,72461,736,0,0,0,35641.4386147194,1043.54390005429
2002,666,717678347,88608,2774.4057211315,69000,"Rent",16900,88608,661,2,0,0,63506.9260366695,358.866682337225
2002,667,806203840,91686,5722.2780202945,69000,"Own",37200,91686,860,3,0,0,64522.2234071234,273.721599049461
2002,668,460381832,22240,6069.24283458592,37000,"Own",36000,22240,850,2,0,0,57629.8323881764,83.6486235386864
2002,669,610040927,91164,3532.66541298343,73000,"Rent",34800,91164,840,0,0,0,55514.6045095536,82.2244405946976
2002,670,228550255,10081,5158.10145062624,63000,"Own",28800,10081,787,0,0,0,84687.4552083794,388.263440794704
2002,671,914071558,46596,2316.70608020068,41000,"Rent",25300,46596,753,0,0,0,67599.1524847605,375.980190490622
2002,672,725628314,93788,3269.104042381,132000,"Rent",11200,93788,584,1,0,0,84264.3491616471,39.4704007380032
2002,673,184435501,82923,3566.6646690534,50000,"Rent",21300,82923,712,2,0,0,64841.7754563006,2.91601443812608
2002,674,893741291,64266,3699.47355145735,37000,"Rent",400,64266,314,1,1,3,64302.5467602791,1129.64582420244
2002,675,740187806,17276,2005.05801960378,31000,"Rent",32000,17276,816,0,0,0,46248.4753687527,249.388062877028
2002,676,979230251,74920,8949.97889553097,103000,"Own",29300,74920,791,2,0,0,79929.4321230908,190.204978822255
2002,677,467296490,91664,975.394970891551,34000,"Rent",21300,91664,712,0,0,0,45307.2393862008,50.3842330711429
2002,678,431218798,14204,7307.14052531247,83000,"Own",17800,14204,672,2,0,0,71641.0573229969,627.13448299527
2002,679,519324004,44930,1484.86050802881,52000,"Rent",38300,44930,869,0,0,0,38957.962639128,127.508704197506
2002,680,629513240,71351,6450.13575092057,27000,"Own",15200,71351,640,0,0,0,42185.6891041272,1214.47140594902
2002,681,802765072,12599,1392.68840052276,77000,"Rent",39900,12599,882,0,0,0,48720.4700874421,139.662203202543
2002,682,979252015,57859,3467.45115454625,50000,"Rent",18700,57859,683,2,0,0,60254.4428446463,222.79925188647
2002,683,141796068,89583,4459.4862147231,34000,"Rent",32900,89583,824,2,0,0,42159.9412908523,33.4941766297248
2002,684,155186353,92422,7271.89677062893,33000,"Rent",8900,92422,548,2,1,1,55633.7727721746,235.18595970862
2002,685,648323787,46917,1401.09035994225,58000,"Own",17200,46917,665,1,0,0,54655.0164788417,145.888383240337
2002,686,195056923,54943,6223.55449349826,56000,"Rent",6600,54943,507,3,1,1,54488.3970240823,12.0456409214979
2002,687,300521287,54582,20563.7807034479,21000,"Own",29700,54582,795,5,0,0,45814.911540557,777.663178243737
2002,688,542825505,86756,-13.8852884241385,42000,"Rent",10900,86756,580,0,0,0,46057.3963037174,104.673358668103
2002,689,934395988,52202,4725.43170446649,79000,"Rent",6200,52202,498,1,1,1,64139.3360427119,1380.46894388953
2002,690,740646811,48775,2460.86825650359,58000,"Rent",14600,48775,632,1,0,0,57303.9017318264,1115.67866717425
2002,691,405736815,26172,-456.639813367359,89000,"Rent",16700,26172,659,0,0,0,63372.8922398411,75.3486399004035
2002,692,199789158,72265,1712.61449358774,48000,"Rent",38800,72265,873,0,0,0,57337.0190651818,97.0221041186151
2002,693,720809210,59479,10549.843061764,93000,"Rent",19600,59479,693,1,1,1,46892.6863255957,445.962063323295
2002,694,497500290,88570,3043.1144866527,65000,"Rent",25900,88570,759,2,0,0,64579.0815801,31.8108697775479
2002,695,879715476,44434,15145.8453597227,14000,"Rent",28700,44434,786,1,0,0,56368.4832772518,471.952567666044
2002,696,665427718,58819,1631.63729238333,86000,"Own",11600,58819,591,0,0,0,73531.1235930251,271.463839955377
2002,697,575061405,84619,5861.63029487423,11000,"Rent",35200,84619,843,0,0,0,45193.7376926428,4.9261438757284
2002,698,236474196,45140,1274.27788476247,76000,"Own",15800,45140,647,1,0,0,76996.2261280116,392.848076541061
2002,699,275428009,66119,6873.61426793554,23000,"Own",13000,66119,610,0,0,0,54801.7240850537,106.188700084762
2002,700,351663032,27201,13446.0782414746,44000,"Own",20300,27201,701,1,1,1,54877.3288627004,9.4355697437385
2002,701,996743231,74363,3743.71467509982,85000,"Rent",15400,74363,643,2,0,0,84770.4795502775,1329.58371419977
2002,702,318412652,67492,8472.14828173392,10000,"Rent",16700,67492,659,0,0,0,59877.9230217682,2.93570135313838
2002,703,802765072,12599,1392.68840052276,77000,"Own",39900,12599,882,0,0,0,48720.4700874421,139.662203202543
2002,704,314391950,31114,17260.7412226461,23000,"Own",28200,31114,NA,1,0,0,63340.7222345644,261.246884726662
2002,705,405736815,26172,-456.639813367359,89000,"Rent",16700,26172,659,0,0,0,63372.8922398411,75.3486399004035
2002,706,846352223,84697,-1041.61220237152,95000,"Rent",12300,84697,601,0,0,0,71686.3219631404,12.2047348917389
2002,707,428995504,43722,847.447134090992,91000,"Rent",14200,43722,NA,1,0,0,86898.6113577052,405.222974571973
2002,708,763626575,30446,-320.397772017524,74000,"Rent",12200,30446,600,0,0,0,61006.6843740856,326.641847039136
2002,709,237472449,33585,12449.7665979336,26000,"Own",33800,33585,831,0,0,0,57938.3273049424,138.728866743918
2002,710,196900847,99384,3366.08099178354,53000,"Rent",27600,99384,775,0,0,0,49623.4974016776,136.124129547431
2002,711,739772094,16133,1213.80794039751,49000,"Rent",31200,16133,809,0,0,0,55968.8581406949,39.0464398501933
2002,712,802765072,12599,1392.68840052276,77000,"Rent",39900,12599,882,0,0,0,48720.4700874421,139.662203202543
2002,713,214299355,79369,11010.5819471375,22000,"Rent",6600,79369,507,5,0,0,42608.629561992,2609.49265345546
2002,714,900767943,52878,3016.84858909183,90000,"Rent",30000,52878,798,2,0,0,70327.9120353492,22.3155010918634
2002,715,485894483,42665,-378.514385274934,64000,"Rent",13500,42665,618,0,0,0,55459.688270538,0.190849613563182
2002,716,494885185,32176,10144.6739504049,35000,"Own",9700,32176,562,4,0,0,45893.0189285037,20.0252356869777
2002,717,113556046,99224,6286.48776726664,54000,"Own",37500,99224,862,1,0,0,42853.5125513252,166.693444579579
2002,718,912146509,42564,11826.9901913339,32000,"Own",41300,42564,893,0,0,0,63359.6366774679,3.17393968038191
2002,719,440668129,96631,7394.63695714479,53000,"Rent",32500,96631,820,1,0,0,88544.8540446245,3.15542591245192
2002,720,189136482,91761,-55.6805813995754,63000,"Own",16100,91761,651,0,0,0,67351.0737815244,1.66422392705882
2002,721,757629448,15796,2935.86931046006,42000,"Own",13700,15796,620,0,0,0,48939.8518621467,249.744639438399
2002,722,708463969,75165,4293.87213142499,56000,"Rent",10500,75165,574,3,0,0,59869.3029713812,400.099213002396
2002,723,828131225,22512,2396.57311164631,85000,"Own",9400,22512,556,0,0,0,78489.0420351172,1019.62007321078
2002,724,109160926,46207,6005.94070343349,95000,"Rent",15100,46207,639,4,0,0,77510.6400748465,148.579347382089
2002,725,314814949,20409,3845.98630017333,69000,"Rent",12600,20409,605,1,0,0,41232.0548361185,1270.08022079802
2002,726,977347757,96196,2361.81203083504,82000,"Rent",20200,96196,699,0,0,0,67232.4573893689,2069.67776954788
2002,727,314391950,31114,17260.7412226461,23000,"Own",28200,31114,781,1,0,0,63340.7222345644,261.246884726662
2002,728,369131364,18271,786.882056902876,57000,"Own",26900,18271,769,0,0,0,62747.3800589582,11.390888239775
2002,729,459226971,29720,7900.13521583749,14000,"Rent",31700,29720,813,2,0,0,33138.4716668706,425.62659610808
2002,730,391639208,83118,788.508610175958,50000,"Rent",23600,83118,736,0,0,0,62596.9327467923,0.157519244249619
2002,731,155173582,15363,991.479408927174,53000,"Own",24200,15363,742,0,0,0,54806.9347447775,310.672395600453
2002,732,819321823,38245,6255.9258665085,9000,"Rent",24000,38245,740,1,0,0,33356.4029456131,601.731225850482
2002,733,494885185,32176,10144.6739504049,35000,"Own",9700,32176,562,4,0,0,45893.0189285037,20.0252356869777
2002,734,928440420,57731,1946.66927111812,49000,"Rent",33200,57731,826,0,0,0,60211.8410363766,523.138660889968
2002,735,968653593,59378,11606.8656444763,97000,"Own",10000,59378,566,5,3,1,75639.9767653172,0.480705442682883
2002,736,236474196,45140,1274.27788476247,76000,"Rent",15800,45140,647,1,0,0,76996.2261280116,392.848076541061
2002,737,511446382,18654,754.137376275027,49000,"Rent",16400,18654,655,0,0,0,49088.409062299,517.54589135064
2002,738,980239792,74524,2044.93612811539,71000,"Rent",25600,74524,756,0,0,0,53549.7350891457,1364.25600612365
2002,739,860557546,18098,3235.78636204459,27000,"Own",11000,18098,582,0,0,0,29146.8813887013,429.349804241814
2002,740,601128999,45984,14331.5421599143,0,"Own",17200,45984,665,3,0,0,40536.4659685189,39.7463073265639
2002,741,184435501,82923,3566.6646690534,50000,"Rent",21300,82923,712,2,0,0,64841.7754563006,2.91601443812608
2002,742,690087987,93654,498.727507426485,35000,"Rent",16100,93654,651,0,0,0,35961.8091412476,88.326418983893
2002,743,109160926,46207,6005.94070343349,95000,"Rent",15100,46207,639,4,0,0,77510.6400748465,148.579347382089
2002,744,230206837,84498,418.686314307163,92000,"Rent",32000,84498,816,0,0,0,68191.7933443633,77.0164424923853
2002,745,579855072,71678,3172.99026040476,93000,"Own",35600,71678,847,0,0,0,92677.0207164257,350.346902651377
2002,746,404265240,54280,16459.2205651561,35000,"Own",32900,54280,824,1,0,0,68238.9159856381,104.854561177641
2002,747,636400825,56392,2545.91817213732,69000,"Rent",300,56392,307,2,1,3,43251.2054881435,7.27364938634107
2002,748,874826066,25052,4384.55753778491,66000,"Own",25200,25052,752,1,0,0,61525.9516200653,14.7593614134819
2002,749,259802341,23978,3015.9616272511,25000,"Rent",10200,23978,569,1,0,0,52346.7373491588,146.010502395842
2002,750,373101063,94180,6822.00271807105,83000,"Rent",7700,94180,528,5,0,0,68753.5574142223,276.4982172577
2002,751,228161950,95009,4644.03818842723,46000,"Own",3100,95009,427,1,2,1,61131.4609337123,247.328073336958
2002,752,547672301,20258,12192.0589913113,82000,"Own",15300,20258,641,1,1,1,53788.9445489824,1945.89717541228
2002,753,880743532,40431,616.19630951612,42000,"Rent",18900,40431,685,0,0,0,54012.3334551975,1.7716217006286
2002,754,309474456,36293,10714.9529550532,22000,"Rent",10100,36293,568,4,1,1,40596.7383910123,632.445935759134
2002,755,485894483,42665,-378.514385274934,64000,"Rent",13500,42665,618,0,0,0,55459.688270538,0.190849613563182
2002,756,460425568,94827,3086.93787154194,31000,"Own",28400,94827,783,1,0,0,48067.7817111299,52.0736901290539
2002,757,999721308,18934,-110.875314491147,76000,"Rent",19200,18934,688,0,0,0,73917.955245834,1.5760925172279
2002,758,222339626,66888,217.346776674128,98000,"Rent",29100,66888,789,0,0,0,78331.0912661827,166.676582103012
2002,759,919681838,87255,10697.1470863953,87000,"Rent",29900,87255,797,0,0,0,47701.9650780695,30.9422449970589
2002,760,224017431,46758,1669.30283353011,68000,"Rent",24800,46758,748,1,0,0,75605.7640833449,7.96753445730373
2002,761,542825505,86756,-13.8852884241385,42000,"Rent",10900,86756,580,0,0,0,46057.3963037174,104.673358668103
2002,762,177398341,75686,2942.21503425511,0,"Rent",12700,75686,606,0,0,0,31595.7670220565,65.2822610218971
2002,763,646754486,82715,277.901232396685,62000,"Rent",21800,82715,717,0,0,0,51477.0979240063,26.9463261017744
2002,764,369131364,18271,786.882056902876,57000,"Rent",26900,18271,769,0,0,0,62747.3800589582,11.390888239775
2002,765,384905268,37844,1106.79676051194,70000,"Rent",30500,37844,802,0,0,0,65103.4432722581,406.384667038649
2002,766,314176796,19312,3165.83726004821,41000,"Rent",2800,19312,417,2,1,1,35137.6747933027,50.7456485432464
2002,767,605576948,55934,6863.01160001949,98000,"Own",16300,55934,654,2,0,0,73785.4656947819,8.76937570925312
2002,768,156956345,63522,4671.35892149123,52000,"Own",19400,63522,690,1,0,0,53729.859486655,137.337945077857
2002,769,224017431,46758,1669.30283353011,68000,"Rent",24800,46758,748,1,0,0,75605.7640833449,7.96753445730373
2002,770,337448746,68989,8143.91415025191,28000,"Rent",37800,68989,865,1,0,0,59177.9376474826,260.616718424569
2002,771,213478798,15223,5268.77557374331,38000,"Own",37100,15223,859,0,0,0,34234.978419744,638.711376100698
2002,772,271072066,33296,3357.2643768173,75000,"Own",41300,33296,893,0,0,0,70935.5971026036,1.14716614216113
2002,773,390459163,83556,2825.30878575443,77000,"Rent",20800,83556,706,1,0,0,64645.7410514328,1281.42561596973
2002,774,605576948,55934,6863.01160001949,98000,"Own",16300,55934,654,2,0,0,73785.4656947819,8.76937570925312
2002,775,203909630,81943,1410.40811535129,32000,"Rent",10600,81943,575,0,0,0,42914.9355654338,1075.13676230526
2002,776,887919418,16818,1648.45224653167,65000,"Rent",37100,16818,859,0,0,0,71238.4862508754,416.65337258631
2002,777,725628314,93788,3269.104042381,132000,"Rent",11200,93788,584,1,0,0,84264.3491616471,39.4704007380032
2002,778,891215345,84085,3284.25733552002,56000,"Rent",12700,84085,607,2,0,0,57113.1133789485,713.248473780684
2002,779,360002202,29544,1689.22930882608,62000,"Rent",33900,29544,832,0,0,0,47555.5650885912,637.448644988967
2002,780,228539067,58526,730.634960255507,75000,"Own",18100,58526,675,0,0,0,42981.976962263,271.522020386118
2002,781,584150091,50044,5580.22313573062,88000,"Rent",13600,50044,619,0,0,0,39715.4988475093,1015.28062962233
2002,782,156956345,63522,4671.35892149123,52000,"Own",19400,63522,690,1,0,0,53729.859486655,137.337945077857
2002,783,740646811,48775,2460.86825650359,58000,"Rent",14600,48775,632,1,0,0,57303.9017318264,1115.67866717425
2002,784,178240425,90632,5614.38736488197,36000,"Own",10900,90632,580,0,0,0,59878.4595410242,816.013013315751
2002,785,621485422,29375,5855.48929429891,54000,"Own",37300,29375,861,1,0,0,54079.4518892967,174.458905217464
2002,786,933658716,43911,1105.96158772211,46000,"Rent",11300,43911,586,1,0,0,55115.2650508082,5.36272381842614
2002,787,504221191,76855,6755.87827648726,69000,"Rent",2600,76855,410,5,1,2,56272.8092812182,64.9503710547312
2002,788,693881906,93511,4066.66398419065,45000,"Own",9500,93511,558,1,0,0,56005.9804011112,113.926477309043
2002,789,789365953,28588,9114.02343315469,61000,"Own",15100,28588,638,3,0,0,60989.2893875035,245.701303021333
2002,790,433916202,24336,1952.80876521809,53000,"Rent",11800,24336,593,1,0,0,79023.743950503,69.0190233538461
2002,791,610040927,91164,3532.66541298343,73000,"Own",34800,91164,840,0,0,0,55514.6045095536,82.2244405946976
2002,792,646754486,82715,277.901232396685,62000,"Rent",21800,82715,717,0,0,0,51477.0979240063,26.9463261017744
2002,793,112744426,42649,-431.934042288738,81000,"Rent",16600,42649,658,0,0,0,64837.1833131413,28.0331598942972
2002,794,501270934,12130,-456.393962313443,120000,"Rent",13000,12130,611,0,0,0,80528.5054585812,30.7136487612186
2002,795,258472250,24527,4716.30710584768,78000,"Own",34700,24527,839,0,0,0,57007.1903565818,540.727799013138
2002,796,623028225,45468,6155.23080761021,92000,"Own",40300,45468,885,0,0,0,60380.2666089984,62.3143730736901
2002,797,542825505,86756,-13.8852884241385,42000,"Rent",10900,86756,580,0,0,0,46057.3963037174,104.673358668103
2002,798,854101861,17934,6767.51339988277,26000,"Own",40800,17934,NA,0,0,0,47290.9455234339,30.5771576835484
2002,799,952075612,74048,8219.01238470605,52000,"Own",33600,74048,830,0,0,0,55905.0000280063,2020.45061448472
2002,800,708463969,75165,4293.87213142499,56000,"Rent",10500,75165,574,3,0,0,59869.3029713812,400.099213002396
2002,801,858832998,66010,2393.45943917866,51000,"Rent",11700,66010,592,0,0,0,63363.3380925746,58.7801463695894
2002,802,563321965,87348,5346.50020505513,65000,"Rent",29800,87348,796,2,0,0,47347.7981703967,802.666147823696
2002,803,111535279,94872,6801.4403975679,74000,"Own",32700,94872,822,2,0,0,74192.8057552174,0.190294333897992
2002,804,386995946,46248,11610.5198277025,43000,"Rent",27200,46248,772,0,0,0,80336.540744952,1752.39535051455
2002,805,574383954,52358,5793.70260010322,26000,"Rent",11000,52358,581,0,0,0,59168.0554498002,1787.30343183649
2002,806,914071558,46596,2316.70608020068,41000,"Rent",25300,46596,753,0,0,0,67599.1524847605,375.980190490622
2002,807,843412560,61896,1076.6760721444,70000,"Rent",36700,61896,856,0,0,0,49108.6464362121,98.7681677738758
2002,808,156956345,63522,4671.35892149123,52000,"Own",19400,63522,690,1,0,0,53729.859486655,137.337945077857
2002,809,858237188,74789,12659.1559460579,20000,"Rent",20200,74789,700,2,0,0,69903.2235106544,143.984548744993
2002,810,891215345,84085,3371.35980877846,54000,"Rent",12700,84085,607,2,0,0,57113.1133789485,713.248473780684
2002,811,468504990,92697,-256.320547045862,62000,"Rent",13900,92697,623,0,0,0,54665.9177327523,45.0642395405768
2002,812,393376346,33423,278.587746014073,58000,"Rent",15200,33423,640,0,0,0,74584.0738580156,132.292503051196
2002,813,543628794,57758,321.82474603962,24000,"Rent",9200,57758,553,0,0,0,42774.1198964152,36.8481164514624
2002,814,880414292,85470,5414.3149027872,40000,"Own",41300,85470,893,0,0,0,55068.3613067618,238.663002424262
2002,815,537106420,87943,7351.71364643923,80000,"Rent",7300,87943,520,4,1,1,72039.0920417683,59.2901727767367
2002,816,214299355,79369,11010.5819471375,22000,"Rent",6600,79369,507,5,0,0,42608.629561992,2609.49265345546
2002,817,999721308,18934,-110.875314491147,76000,"Rent",19200,18934,688,0,0,0,73917.955245834,1.5760925172279
2002,818,155173582,15363,991.479408927174,53000,"Rent",24200,15363,NA,0,0,0,54806.9347447775,310.672395600453
2002,819,923360689,85740,4027.97142829954,52000,"Rent",25700,85740,757,0,0,0,87064.5143916595,347.51139453541
2002,820,458830098,95433,3772.04018156978,42000,"Rent",3300,95433,433,2,1,1,36997.2388719168,329.322644375465
2002,821,405294551,53998,3856.3170016236,77000,"Own",22300,53998,NA,1,0,0,73074.295107272,30.557335605295
2002,822,965610675,66101,5268.73470380297,89000,"Rent",15100,66101,638,1,0,0,45626.9626828097,56.3317614800773
2002,823,566942591,46041,4801.46993083041,65000,"Own",41300,46041,893,0,0,0,77938.4592444419,491.140743559618
2002,824,441152198,95320,825.533507566709,44000,"Rent",11600,95320,591,0,0,0,53891.7136039513,737.290541501388
2002,825,230206837,84498,418.686314307163,92000,"Rent",32000,84498,816,0,0,0,68191.7933443633,77.0164424923853
2002,826,684533813,46238,15317.9204786851,29000,"Own",17100,46238,663,3,0,0,54847.9695557411,1683.02767979893
2002,827,927680011,35612,6317.09003624816,92000,"Rent",34600,35612,838,1,0,0,67236.8967933299,7.21208615541357
2002,828,854101861,17934,6767.51339988277,26000,"Own",40800,17934,889,0,0,0,47290.9455234339,30.5771576835484
2002,829,618004621,32828,5331.95321047677,50000,"Rent",23700,32828,737,0,0,0,65264.3132691142,817.770491574403
2002,830,547672301,20258,12192.0589913113,82000,"Rent",15300,20258,641,1,1,1,53788.9445489824,1945.89717541228
2002,831,461963390,40134,11889.0160385398,42000,"Rent",17700,40134,671,4,0,0,63956.1085723546,647.329227453641
2002,832,409582012,94989,1001.86725039377,31000,"Rent",18700,94989,683,0,0,0,49817.7547563653,18.3818121218176
2002,833,416059446,23175,2279.62326777437,19000,"Rent",18100,23175,675,0,0,0,48617.969482195,6.10415222443313
2002,834,614668673,41098,1201.3944846752,70000,"Own",33100,41098,825,0,0,0,59001.9235267771,393.331433524126
2002,835,885275686,25414,11744.6714634472,87000,"Own",35200,25414,843,1,0,0,58852.4307499545,739.916435780329
2002,836,919681838,87255,10697.1470863953,87000,"Own",29900,87255,797,0,0,0,47701.9650780695,30.9422449970589
2002,837,992691870,41799,2134.45681839323,78000,"Rent",14700,41799,633,1,0,0,46583.5332871397,215.228969189229
2002,838,779075556,99759,1417.68257443697,57000,"Own",14700,99759,633,1,0,0,38662.7202739643,206.717258800829
2002,839,349397317,64884,11165.5993654919,63000,"Rent",19400,64884,691,2,1,1,68346.3710349143,167.784674497344
2002,840,806203840,91686,5722.2780202945,69000,"Rent",37200,91686,860,3,0,0,64522.2234071234,273.721599049461
2002,841,653353951,95019,2144.2796001417,46000,"Rent",25500,95019,755,1,0,0,51904.953755416,28.5039742741437
2002,842,318412652,67492,8472.14828173392,10000,"Rent",16700,67492,659,0,0,0,59877.9230217682,2.93570135313838
2002,843,923360689,85740,4027.97142829954,52000,"Rent",25700,85740,757,0,0,0,87064.5143916595,347.51139453541
