"ssn","year","zip_code","fico","num_late","past_def","num_bankruptcy"
115998436,2022,83097,660,0,0,0
115998436,2023,83097,660,0,0,0
115998436,2024,83097,660,0,0,0
116232589,2022,11486,644,0,0,0
116232589,2023,11486,644,0,0,0
116232589,2024,11486,644,0,0,0
116409427,2022,69357,561,5,0,0
116409427,2023,69357,551,6,0,0
116409427,2024,69357,551,6,0,0
116784816,2022,10142,692,0,0,0
116784816,2023,10142,692,0,0,0
116784816,2024,10142,692,0,0,0
117013914,2022,55174,660,0,0,0
117013914,2023,55174,660,0,0,0
117013914,2024,55174,660,0,0,0
117128374,2022,55947,569,0,0,0
117128374,2023,55947,569,0,0,0
117128374,2024,55947,569,0,0,0
117206278,2022,21530,733,2,0,0
117206278,2023,21530,733,2,0,0
117206278,2024,21530,713,4,0,0
117603593,2022,98857,765,0,0,0
117603593,2023,98857,765,0,0,0
117603593,2024,98857,765,0,0,0
117978345,2022,11262,712,1,1,1
117978345,2023,11262,692,3,1,1
117978345,2024,11262,672,5,1,1
118399254,2022,80827,779,0,0,0
118399254,2023,80827,779,0,0,0
118399254,2024,80827,779,0,0,0
118800252,2022,18239,833,0,0,0
118800252,2023,18239,833,0,0,0
118800252,2024,18239,833,0,0,0
119012407,2022,67582,389,2,1,1
119012407,2023,67582,389,2,1,1
119012407,2024,67582,389,2,1,1
119391327,2022,13243,810,0,0,0
119391327,2023,13243,810,0,0,0
119391327,2024,13243,810,0,0,0
119423388,2022,94207,648,0,0,0
119423388,2023,94207,648,0,0,0
119423388,2024,94207,648,0,0,0
120111277,2022,58131,865,1,0,0
120111277,2023,58131,865,1,0,0
120111277,2024,58131,865,1,0,0
120514170,2022,45590,537,1,1,1
120514170,2023,45590,537,1,1,1
120514170,2024,45590,537,1,1,1
121240729,2022,34010,563,1,0,0
121240729,2023,34010,543,3,0,0
121240729,2024,34010,543,3,0,0
121289850,2022,76233,854,1,0,0
121289850,2023,76233,854,1,0,0
121289850,2024,76233,854,1,0,0
121894601,2022,96039,568,3,1,2
121894601,2023,96039,558,4,1,2
121894601,2024,96039,558,4,1,2
122234572,2022,84008,558,0,0,0
122234572,2023,84008,558,0,0,0
122234572,2024,84008,558,0,0,0
122462343,2022,22267,616,1,0,0
122462343,2023,22267,616,1,0,0
122462343,2024,22267,596,3,0,0
122935531,2022,97437,675,0,0,0
122935531,2023,97437,675,0,0,0
122935531,2024,97437,675,0,0,0
122980255,2022,37450,750,0,0,0
122980255,2023,37450,750,0,0,0
122980255,2024,37450,750,0,0,0
122981287,2022,55466,810,0,0,0
122981287,2023,55466,810,0,0,0
122981287,2024,55466,810,0,0,0
123004642,2022,61955,669,1,0,0
123004642,2023,61955,659,2,0,0
123004642,2024,61955,659,2,0,0
123819025,2022,56956,663,0,0,0
123819025,2023,56956,663,0,0,0
123819025,2024,56956,663,0,0,0
123881196,2022,71849,634,1,1,1
123881196,2023,71849,584,1,2,1
123881196,2024,71849,584,1,2,1
124989527,2022,43605,708,0,0,0
124989527,2023,43605,708,0,0,0
124989527,2024,43605,708,0,0,0
125405256,2022,51871,622,0,0,0
125405256,2023,51871,622,0,0,0
125405256,2024,51871,622,0,0,0
125512711,2022,53342,548,2,0,0
125512711,2023,53342,538,3,0,0
125512711,2024,53342,538,3,0,0
126006392,2022,98513,735,0,0,0
126006392,2023,98513,735,0,0,0
126006392,2024,98513,735,0,0,0
126149938,2022,73031,691,2,0,0
126149938,2023,73031,681,3,0,0
126149938,2024,73031,671,4,0,0
126199206,2022,75470,666,1,0,0
126199206,2023,75470,666,1,0,0
126199206,2024,75470,656,2,0,0
126314816,2022,29209,757,0,0,0
126314816,2023,29209,757,0,0,0
126314816,2024,29209,757,0,0,0
127397702,2022,99661,832,0,0,0
127397702,2023,99661,832,0,0,0
127397702,2024,99661,832,0,0,0
128133471,2022,72990,724,2,1,1
128133471,2023,72990,714,3,1,1
128133471,2024,72990,694,5,1,1
128685388,2022,58459,804,4,0,0
128685388,2023,58459,784,6,0,0
128685388,2024,58459,774,7,0,0
128717873,2022,95867,787,4,0,0
128717873,2023,95867,777,5,0,0
128717873,2024,95867,757,7,0,0
128780139,2022,12891,609,0,0,0
128780139,2023,12891,609,0,0,0
128780139,2024,12891,609,0,0,0
129026769,2022,99920,718,3,0,0
129026769,2023,99920,688,6,0,0
129026769,2024,99920,668,8,0,0
129030275,2022,77599,555,1,0,0
129030275,2023,77599,555,1,0,0
129030275,2024,77599,555,1,0,0
129102380,2022,48880,735,0,0,0
129102380,2023,48880,735,0,0,0
129102380,2024,48880,735,0,0,0
129537924,2022,73467,602,0,0,0
129537924,2023,73467,602,0,0,0
129537924,2024,73467,602,0,0,0
129598483,2022,53932,743,2,0,0
129598483,2023,53932,723,4,0,0
129598483,2024,53932,713,5,0,0
129676992,2022,44131,611,3,0,0
129676992,2023,44131,591,5,0,0
129676992,2024,44131,581,6,0,0
129975234,2022,40522,731,1,0,0
129975234,2023,40522,731,1,0,0
129975234,2024,40522,731,1,0,0
130284700,2022,95224,629,1,1,1
130284700,2023,95224,629,1,1,1
130284700,2024,95224,629,1,1,1
130397782,2022,51607,586,0,0,0
130397782,2023,51607,586,0,0,0
130397782,2024,51607,586,0,0,0
130755680,2022,87328,614,1,0,0
130755680,2023,87328,614,1,0,0
130755680,2024,87328,604,2,0,0
130798437,2022,66460,631,2,0,0
130798437,2023,66460,631,2,0,0
130798437,2024,66460,621,3,0,0
131203276,2022,78554,883,1,0,0
131203276,2023,78554,883,1,0,0
131203276,2024,78554,883,1,0,0
131449346,2022,52582,606,2,0,0
131449346,2023,52582,606,2,0,0
131449346,2024,52582,606,2,0,0
131481450,2022,59196,713,0,0,0
131481450,2023,59196,713,0,0,0
131481450,2024,59196,713,0,0,0
131670723,2022,54406,605,1,0,0
131670723,2023,54406,605,1,0,0
131670723,2024,54406,605,1,0,0
131806086,2022,95760,495,2,1,1
131806086,2023,95760,495,2,1,1
131806086,2024,95760,495,2,1,1
132100372,2022,12144,648,1,0,0
132100372,2023,12144,648,1,0,0
132100372,2024,12144,648,1,0,0
132147316,2022,35076,794,0,0,0
132147316,2023,35076,794,0,0,0
132147316,2024,35076,794,0,0,0
132178875,2022,53540,613,2,0,0
132178875,2023,53540,593,4,0,0
132178875,2024,53540,583,5,0,0
132362310,2022,21290,401,1,1,1
132362310,2023,21290,401,1,1,1
132362310,2024,21290,401,1,1,1
132416828,2022,82641,703,0,0,0
132416828,2023,82641,703,0,0,0
132416828,2024,82641,703,0,0,0
132505720,2022,78106,568,0,0,0
132505720,2023,78106,568,0,0,0
132505720,2024,78106,568,0,0,0
133463185,2022,65648,625,1,0,0
133463185,2023,65648,625,1,0,0
133463185,2024,65648,615,2,0,0
133832413,2022,61342,716,4,0,0
133832413,2023,61342,706,5,0,0
133832413,2024,61342,696,6,0,0
133952694,2022,10254,558,0,0,0
133952694,2023,10254,558,0,0,0
133952694,2024,10254,558,0,0,0
133989221,2022,45983,671,0,0,0
133989221,2023,45983,671,0,0,0
133989221,2024,45983,671,0,0,0
134025899,2022,90032,681,1,0,0
134025899,2023,90032,671,2,0,0
134025899,2024,90032,661,3,0,0
134942809,2022,55142,596,0,0,0
134942809,2023,55142,596,0,0,0
134942809,2024,55142,596,0,0,0
135031582,2022,38673,887,0,0,0
135031582,2023,38673,887,0,0,0
135031582,2024,38673,887,0,0,0
135302814,2022,65932,307,1,1,3
135302814,2023,65932,307,1,1,3
135302814,2024,65932,307,2,1,3
136815357,2022,61400,755,0,0,0
136815357,2023,61400,755,0,0,0
136815357,2024,61400,755,0,0,0
136960655,2022,39982,785,4,0,0
136960655,2023,39982,775,5,0,0
136960655,2024,39982,765,6,0,0
137652972,2022,73673,866,0,0,0
137652972,2023,73673,866,0,0,0
137652972,2024,73673,866,0,0,0
137824652,2022,57866,882,1,0,0
137824652,2023,57866,882,1,0,0
137824652,2024,57866,872,2,0,0
137853019,2022,18872,683,1,0,0
137853019,2023,18872,683,1,0,0
137853019,2024,18872,683,1,0,0
137919724,2022,11090,737,2,0,0
137919724,2023,11090,737,2,0,0
137919724,2024,11090,727,3,0,0
138296095,2022,86969,849,5,0,0
138296095,2023,86969,829,7,0,0
138296095,2024,86969,819,8,0,0
138722805,2022,54525,661,3,0,0
138722805,2023,54525,661,3,0,0
138722805,2024,54525,651,4,0,0
139519994,2022,64676,835,1,0,0
139519994,2023,64676,835,1,0,0
139519994,2024,64676,835,1,0,0
139819044,2022,49910,749,0,0,0
139819044,2023,49910,749,0,0,0
139819044,2024,49910,749,0,0,0
140026529,2022,88679,791,1,0,0
140026529,2023,88679,791,1,0,0
140026529,2024,88679,791,1,0,0
140126068,2022,29489,717,0,0,0
140126068,2023,29489,717,0,0,0
140126068,2024,29489,717,0,0,0
140525683,2022,70620,574,1,0,0
140525683,2023,70620,564,2,0,0
140525683,2024,70620,534,5,0,0
140536283,2022,63716,701,0,0,0
140536283,2023,63716,701,0,0,0
140536283,2024,63716,701,0,0,0
140926866,2022,88615,881,0,0,0
140926866,2023,88615,881,0,0,0
140926866,2024,88615,881,0,0,0
141148819,2022,77908,464,1,1,1
141148819,2023,77908,414,1,2,1
141148819,2024,77908,364,1,3,1
141295884,2022,56787,889,0,0,0
141295884,2023,56787,889,0,0,0
141295884,2024,56787,889,0,0,0
141304543,2022,25272,558,1,2,2
141304543,2023,25272,508,1,3,2
141304543,2024,25272,458,1,4,2
141796068,2022,89583,824,2,0,0
141796068,2023,89583,814,3,0,0
141796068,2024,89583,804,4,0,0
142330378,2022,13920,666,2,0,0
142330378,2023,13920,666,2,0,0
142330378,2024,13920,666,2,0,0
143052130,2022,85282,598,0,0,0
143052130,2023,85282,598,0,0,0
143052130,2024,85282,598,0,0,0
143238800,2022,31717,836,0,0,0
143238800,2023,31717,836,0,0,0
143238800,2024,31717,836,0,0,0
143936888,2022,55217,770,1,0,0
143936888,2023,55217,760,2,0,0
143936888,2024,55217,730,5,0,0
144350177,2022,54797,307,3,1,2
144350177,2023,54797,307,5,2,2
144350177,2024,54797,307,5,2,2
144511690,2022,36844,632,1,0,0
144511690,2023,36844,622,2,0,0
144511690,2024,36844,622,2,0,0
145006207,2022,39935,831,1,0,0
145006207,2023,39935,821,2,0,0
145006207,2024,39935,811,3,0,0
145063105,2022,97157,806,2,0,0
145063105,2023,97157,806,2,0,0
145063105,2024,97157,796,3,0,0
145314381,2022,58337,684,1,0,0
145314381,2023,58337,684,1,0,0
145314381,2024,58337,674,2,0,0
145711919,2022,28438,569,2,0,0
145711919,2023,28438,569,2,0,0
145711919,2024,28438,569,2,0,0
145863942,2022,86484,735,0,0,0
145863942,2023,86484,735,0,0,0
145863942,2024,86484,735,0,0,0
146251696,2022,11874,772,0,0,0
146251696,2023,11874,772,0,0,0
146251696,2024,11874,772,0,0,0
146257338,2022,57469,678,0,0,0
146257338,2023,57469,678,0,0,0
146257338,2024,57469,678,0,0,0
147207522,2022,52959,708,2,0,0
147207522,2023,52959,708,2,0,0
147207522,2024,52959,698,3,0,0
147867176,2022,54226,707,1,0,0
147867176,2023,54226,707,1,0,0
147867176,2024,54226,707,1,0,0
148477693,2022,17738,675,0,0,0
148477693,2023,17738,675,0,0,0
148477693,2024,17738,675,0,0,0
148803998,2022,93791,873,0,0,0
148803998,2023,93791,873,0,0,0
148803998,2024,93791,873,0,0,0
148844988,2022,62438,828,0,0,0
148844988,2023,62438,828,0,0,0
148844988,2024,62438,828,0,0,0
148879943,2022,51383,627,0,0,0
148879943,2023,51383,627,0,0,0
148879943,2024,51383,627,0,0,0
149128588,2022,34664,715,3,0,0
149128588,2023,34664,695,5,0,0
149128588,2024,34664,685,6,0,0
149871719,2022,58238,672,0,0,0
149871719,2023,58238,672,0,0,0
149871719,2024,58238,672,0,0,0
150383009,2022,32960,397,3,2,1
150383009,2023,32960,377,5,2,1
150383009,2024,32960,367,6,2,1
150423689,2022,59036,741,0,0,0
150423689,2023,59036,741,0,0,0
150423689,2024,59036,741,0,0,0
150568156,2022,96406,561,1,0,0
150568156,2023,96406,561,1,0,0
150568156,2024,96406,561,1,0,0
151092821,2022,32052,630,0,0,0
151092821,2023,32052,630,0,0,0
151092821,2024,32052,630,0,0,0
152103989,2022,50895,797,0,0,0
152103989,2023,50895,797,0,0,0
152103989,2024,50895,797,0,0,0
152288887,2022,17253,620,2,0,0
152288887,2023,17253,620,2,0,0
152288887,2024,17253,620,2,0,0
152304909,2022,66341,775,2,0,0
152304909,2023,66341,775,2,0,0
152304909,2024,66341,745,5,0,0
152350880,2022,84798,541,1,0,0
152350880,2023,84798,541,1,0,0
152350880,2024,84798,541,1,0,0
152654063,2022,98834,688,0,0,0
152654063,2023,98834,688,0,0,0
152654063,2024,98834,688,0,0,0
152942508,2022,20686,650,1,0,0
152942508,2023,20686,650,1,0,0
152942508,2024,20686,650,1,0,0
153284314,2022,90849,813,1,0,0
153284314,2023,90849,813,1,0,0
153284314,2024,90849,813,1,0,0
153535576,2022,70921,893,0,0,0
153535576,2023,70921,893,0,0,0
153535576,2024,70921,893,0,0,0
154047108,2022,39873,341,2,2,1
154047108,2023,39873,341,2,2,1
154047108,2024,39873,307,2,3,1
154482197,2022,78881,871,0,0,0
154482197,2023,78881,871,0,0,0
154482197,2024,78881,871,0,0,0
154609868,2022,82959,605,0,0,0
154609868,2023,82959,605,0,0,0
154609868,2024,82959,605,0,0,0
155173582,2022,15363,742,0,0,0
155173582,2023,15363,742,0,0,0
155173582,2024,15363,742,0,0,0
155186353,2022,92422,548,2,1,1
155186353,2023,92422,548,2,1,1
155186353,2024,92422,548,2,1,1
155660825,2022,27092,346,1,2,3
155660825,2023,27092,346,1,2,3
155660825,2024,27092,346,1,2,3
155869346,2022,66768,694,2,0,0
155869346,2023,66768,684,3,0,0
155869346,2024,66768,684,3,0,0
156759639,2022,51158,693,0,0,0
156759639,2023,51158,693,0,0,0
156759639,2024,51158,693,0,0,0
156807296,2022,77073,594,0,0,0
156807296,2023,77073,594,0,0,0
156807296,2024,77073,594,0,0,0
156886381,2022,42544,763,5,0,0
156886381,2023,42544,753,6,0,0
156886381,2024,42544,733,8,0,0
156956345,2022,63522,690,1,0,0
156956345,2023,63522,690,1,0,0
156956345,2024,63522,690,1,0,0
156966426,2022,23924,409,2,1,1
156966426,2023,23924,409,2,1,1
156966426,2024,23924,409,2,1,1
157229292,2022,43742,563,0,0,0
157229292,2023,43742,563,0,0,0
157229292,2024,43742,563,0,0,0
157863721,2022,56786,606,0,0,0
157863721,2023,56786,606,0,0,0
157863721,2024,56786,606,0,0,0
158717117,2022,93319,669,4,0,0
158717117,2023,93319,659,5,0,0
158717117,2024,93319,639,7,0,0
158757604,2022,73574,657,3,0,0
158757604,2023,73574,637,5,0,0
158757604,2024,73574,617,7,0,0
158999037,2022,25912,575,0,0,0
158999037,2023,25912,575,0,0,0
158999037,2024,25912,575,0,0,0
159190122,2022,66803,445,1,1,1
159190122,2023,66803,395,1,2,1
159190122,2024,66803,395,1,2,1
159282658,2022,85441,650,0,0,0
159282658,2023,85441,650,0,0,0
159282658,2024,85441,650,0,0,0
159623844,2022,65055,556,1,3,1
159623844,2023,65055,496,2,4,1
159623844,2024,65055,496,2,4,1
160424195,2022,90822,705,2,0,0
160424195,2023,90822,685,4,0,0
160424195,2024,90822,675,5,0,0
160467560,2022,31985,873,0,0,0
160467560,2023,31985,873,0,0,0
160467560,2024,31985,873,0,0,0
161037597,2022,65382,683,1,2,1
161037597,2023,65382,683,1,2,1
161037597,2024,65382,683,1,2,1
161094290,2022,87929,709,0,0,0
161094290,2023,87929,709,0,0,0
161094290,2024,87929,709,0,0,0
161150613,2022,62749,634,0,0,0
161150613,2023,62749,634,0,0,0
161150613,2024,62749,634,0,0,0
161812077,2022,80422,789,0,0,0
161812077,2023,80422,789,0,0,0
161812077,2024,80422,789,0,0,0
161817736,2022,97820,750,0,0,0
161817736,2023,97820,750,0,0,0
161817736,2024,97820,750,0,0,0
162031947,2022,91048,572,5,1,1
162031947,2023,91048,572,5,1,1
162031947,2024,91048,522,5,2,1
162124397,2022,25371,813,0,0,0
162124397,2023,25371,813,0,0,0
162124397,2024,25371,813,0,0,0
162569582,2022,83000,806,0,0,0
162569582,2023,83000,806,0,0,0
162569582,2024,83000,806,0,0,0
162680373,2022,65912,664,2,1,1
162680373,2023,65912,654,3,1,1
162680373,2024,65912,644,4,1,1
162700257,2022,72766,555,1,0,0
162700257,2023,72766,555,1,0,0
162700257,2024,72766,555,1,0,0
163039200,2022,33936,847,0,0,0
163039200,2023,33936,847,0,0,0
163039200,2024,33936,847,0,0,0
163041999,2022,98958,614,0,0,0
163041999,2023,98958,614,0,0,0
163041999,2024,98958,614,0,0,0
163234749,2022,98225,561,2,1,1
163234749,2023,98225,511,2,2,1
163234749,2024,98225,511,2,2,1
163524129,2022,10630,843,0,0,0
163524129,2023,10630,843,0,0,0
163524129,2024,10630,843,0,0,0
163539797,2022,70592,743,2,0,0
163539797,2023,70592,743,2,0,0
163539797,2024,70592,733,3,0,0
164117354,2022,45286,729,5,0,0
164117354,2023,45286,719,6,0,0
164117354,2024,45286,699,8,0,0
164202869,2022,59574,641,5,0,0
164202869,2023,59574,631,6,0,0
164202869,2024,59574,621,7,0,0
164228821,2022,84845,838,0,0,0
164228821,2023,84845,838,0,0,0
164228821,2024,84845,838,0,0,0
164233013,2022,49859,817,1,0,0
164233013,2023,49859,817,1,0,0
164233013,2024,49859,817,1,0,0
164658398,2022,49527,578,0,0,0
164658398,2023,49527,578,0,0,0
164658398,2024,49527,578,0,0,0
164717595,2022,74022,744,0,0,0
164717595,2023,74022,744,0,0,0
164717595,2024,74022,744,0,0,0
164916363,2022,84227,849,2,0,0
164916363,2023,84227,849,2,0,0
164916363,2024,84227,829,4,0,0
165156556,2022,14798,615,1,0,0
165156556,2023,14798,615,1,0,0
165156556,2024,14798,605,2,0,0
165706178,2022,86798,812,0,0,0
165706178,2023,86798,812,0,0,0
165706178,2024,86798,812,0,0,0
165712458,2022,12423,778,3,0,0
165712458,2023,12423,758,5,0,0
165712458,2024,12423,738,7,0,0
165722710,2022,40806,417,5,1,1
165722710,2023,40806,407,6,1,1
165722710,2024,40806,407,6,1,1
165757966,2022,72717,711,0,0,0
165757966,2023,72717,711,0,0,0
165757966,2024,72717,711,0,0,0
166072143,2022,49568,554,0,0,0
166072143,2023,49568,554,0,0,0
166072143,2024,49568,554,0,0,0
166408630,2022,59285,691,0,0,0
166408630,2023,59285,691,0,0,0
166408630,2024,59285,691,0,0,0
166802259,2022,65430,769,1,0,0
166802259,2023,65430,769,1,0,0
166802259,2024,65430,769,1,0,0
166903430,2022,36988,714,0,0,0
166903430,2023,36988,714,0,0,0
166903430,2024,36988,714,0,0,0
166989292,2022,74052,725,1,0,0
166989292,2023,74052,725,1,0,0
166989292,2024,74052,725,1,0,0
167016562,2022,73457,821,2,0,0
167016562,2023,73457,821,2,0,0
167016562,2024,73457,801,4,0,0
167854600,2022,27199,661,2,0,0
167854600,2023,27199,661,2,0,0
167854600,2024,27199,661,2,0,0
168184816,2022,70755,523,3,0,0
168184816,2023,70755,513,4,0,0
168184816,2024,70755,503,5,0,0
168849516,2022,35559,849,0,0,0
168849516,2023,35559,849,0,0,0
168849516,2024,35559,849,0,0,0
169519256,2022,93678,558,0,0,0
169519256,2023,93678,558,0,0,0
169519256,2024,93678,558,0,0,0
169878687,2022,31774,810,4,0,0
169878687,2023,31774,800,5,0,0
169878687,2024,31774,800,5,0,0
170161402,2022,98278,821,2,0,0
170161402,2023,98278,821,2,0,0
170161402,2024,98278,821,2,0,0
170394234,2022,49868,718,0,0,0
170394234,2023,49868,718,0,0,0
170394234,2024,49868,718,0,0,0
170573093,2022,83269,756,0,0,0
170573093,2023,83269,756,0,0,0
170573093,2024,83269,756,0,0,0
170729552,2022,26361,893,0,0,0
170729552,2023,26361,893,0,0,0
170729552,2024,26361,893,0,0,0
170738143,2022,93281,595,0,0,0
170738143,2023,93281,595,0,0,0
170738143,2024,93281,595,0,0,0
171250255,2022,42015,572,0,0,0
171250255,2023,42015,572,0,0,0
171250255,2024,42015,572,0,0,0
171488629,2022,54358,694,0,0,0
171488629,2023,54358,694,0,0,0
171488629,2024,54358,694,0,0,0
171499418,2022,42153,710,3,0,0
171499418,2023,42153,700,4,0,0
171499418,2024,42153,680,6,0,0
171598497,2022,47126,703,2,0,0
171598497,2023,47126,693,3,0,0
171598497,2024,47126,663,6,0,0
172167380,2022,24659,599,1,0,0
172167380,2023,24659,589,2,0,0
172167380,2024,24659,589,2,0,0
172708172,2022,18080,893,0,0,0
172708172,2023,18080,893,0,0,0
172708172,2024,18080,893,0,0,0
173398552,2022,53706,578,0,0,0
173398552,2023,53706,578,0,0,0
173398552,2024,53706,578,0,0,0
173421847,2022,49627,615,0,0,0
173421847,2023,49627,615,0,0,0
173421847,2024,49627,615,0,0,0
174224015,2022,70223,685,5,0,0
174224015,2023,70223,665,7,0,0
174224015,2024,70223,655,8,0,0
174415918,2022,67812,650,0,0,0
174415918,2023,67812,650,0,0,0
174415918,2024,67812,650,0,0,0
174555302,2022,67716,677,2,0,0
174555302,2023,67716,667,3,0,0
174555302,2024,67716,637,6,0,0
174961414,2022,69812,709,0,0,0
174961414,2023,69812,709,0,0,0
174961414,2024,69812,709,0,0,0
175316284,2022,61883,875,0,0,0
175316284,2023,61883,875,0,0,0
175316284,2024,61883,875,0,0,0
176176098,2022,12770,494,3,3,2
176176098,2023,12770,484,4,3,2
176176098,2024,12770,474,5,3,2
176428302,2022,13846,847,0,0,0
176428302,2023,13846,847,0,0,0
176428302,2024,13846,847,0,0,0
176478436,2022,46332,535,3,0,0
176478436,2023,46332,535,3,0,0
176478436,2024,46332,515,5,0,0
176628172,2022,15384,448,2,2,1
176628172,2023,15384,438,3,2,1
176628172,2024,15384,438,3,2,1
176898022,2022,79530,746,0,0,0
176898022,2023,79530,746,0,0,0
176898022,2024,79530,746,0,0,0
176922977,2022,31708,731,1,0,0
176922977,2023,31708,721,2,0,0
176922977,2024,31708,721,2,0,0
177203183,2022,11163,630,0,0,0
177203183,2023,11163,630,0,0,0
177203183,2024,11163,630,0,0,0
177237414,2022,68964,845,2,0,0
177237414,2023,68964,835,3,0,0
177237414,2024,68964,825,4,0,0
177398341,2022,75686,606,0,0,0
177398341,2023,75686,606,0,0,0
177398341,2024,75686,606,0,0,0
178130734,2022,37893,736,3,0,0
178130734,2023,37893,726,4,0,0
178130734,2024,37893,706,6,0,0
178240425,2022,90632,580,0,0,0
178240425,2023,90632,580,0,0,0
178240425,2024,90632,580,0,0,0
178840613,2022,23445,625,1,0,0
178840613,2023,23445,625,1,0,0
178840613,2024,23445,625,1,0,0
179231769,2022,44781,676,1,0,0
179231769,2023,44781,676,1,0,0
179231769,2024,44781,676,1,0,0
179315969,2022,67919,588,3,0,0
179315969,2023,67919,588,3,0,0
179315969,2024,67919,578,4,0,0
